0,Territorio Nacional,9652,8874,752529,PS,0,38.29,40.22,147993,94,106
0,Territorio Nacional,9652,8874,752529,PPD/PSD,0,33.28,34.95,128624,81,77
0,Territorio Nacional,9652,8874,752529,B.E.,0,6.81,7.15,26307,16,19
0,Territorio Nacional,9652,8874,752529,CDS-PP,0,4.9,5.14,18923,12,5
0,Territorio Nacional,9652,8874,752529,PCP-PEV,0,4.59,4.83,17757,11,12
0,Territorio Nacional,9652,8874,752529,PAN,0,1.76,1.84,6786,4,4
0,Territorio Nacional,9652,8874,752529,CH,0,0.95,0.99,3659,2,1
0,Territorio Nacional,9652,8874,752529,R.I.R.,0,0.88,0.93,3412,2,0
0,Territorio Nacional,9652,8874,752529,PCTP/MRPP,0,0.66,0.7,2567,1,0
0,Territorio Nacional,9652,8874,752529,A,0,0.48,0.51,1870,1,0
0,Territorio Nacional,9652,8874,752529,L,0,0.48,0.51,1872,1,1
0,Territorio Nacional,9652,8874,752529,IL,0,0.44,0.47,1715,1,1
0,Territorio Nacional,9652,8874,752529,JPP,0,0.32,0.34,1236,0,0
0,Territorio Nacional,9652,8874,752529,NC,0,0.21,0.22,794,0,0
0,Territorio Nacional,9652,8874,752529,PDR,0,0.21,0.22,795,0,0
0,Territorio Nacional,9652,8874,752529,PNR,0,0.21,0.22,803,0,0
0,Territorio Nacional,9652,8874,752529,PURP,0,0.19,0.2,740,0,0
0,Territorio Nacional,9652,8874,752529,PPM,0,0.18,0.19,706,0,0
0,Territorio Nacional,9652,8874,752529,MPT,0,0.17,0.17,642,0,0
0,Territorio Nacional,9652,8874,752529,PTP,0,0.17,0.18,674,0,0
0,Territorio Nacional,9652,8874,752529,MAS,0,0.02,0.03,96,0,0
0,Aveiro,186,101,11953,PPD/PSD,0,37.75,39.53,2405,7,6
0,Aveiro,186,101,11953,PS,0,34.33,35.95,2187,7,7
0,Aveiro,186,101,11953,B.E.,0,7.47,7.82,476,1,2
0,Aveiro,186,101,11953,CDS-PP,0,6.14,6.43,391,1,1
0,Aveiro,186,101,11953,PCP-PEV,0,2.39,2.5,152,0,0
0,Aveiro,186,101,11953,PAN,0,2.04,2.14,130,0,0
0,Aveiro,186,101,11953,R.I.R.,0,1.62,1.69,103,0,0
0,Aveiro,186,101,11953,PCTP/MRPP,0,0.58,0.61,37,0,0
0,Aveiro,186,101,11953,CH,0,0.57,0.59,36,0,0
0,Aveiro,186,101,11953,IL,0,0.55,0.58,35,0,0
0,Aveiro,186,101,11953,A,0,0.39,0.41,25,0,0
0,Aveiro,186,101,11953,L,0,0.39,0.41,25,0,0
0,Aveiro,186,101,11953,PNR,0,0.3,0.31,19,0,0
0,Aveiro,186,101,11953,PPM,0,0.24,0.25,15,0,0
0,Aveiro,186,101,11953,PURP,0,0.19,0.2,12,0,0
0,Aveiro,186,101,11953,NC,0,0.17,0.18,11,0,0
0,Aveiro,186,101,11953,PTP,0,0.13,0.13,8,0,0
0,Aveiro,186,101,11953,MPT,0,0.11,0.12,7,0,0
0,Aveiro,186,101,11953,JPP,0,0.09,0.1,6,0,0
0,Aveiro,186,101,11953,PDR,0,0.06,0.07,4,0,0
0,Beja,125,136,14136,PS,0,46.06,47.75,3401,2,2
0,Beja,125,136,14136,PCP-PEV,0,24.61,25.51,1817,1,1
0,Beja,125,136,14136,PPD/PSD,0,10.1,10.47,746,0,0
0,Beja,125,136,14136,B.E.,0,7.35,7.62,543,0,0
0,Beja,125,136,14136,PCTP/MRPP,0,1.83,1.9,135,0,0
0,Beja,125,136,14136,CDS-PP,0,1.75,1.81,129,0,0
0,Beja,125,136,14136,CH,0,1.34,1.39,99,0,0
0,Beja,125,136,14136,PAN,0,1.27,1.32,94,0,0
0,Beja,125,136,14136,L,0,0.46,0.48,34,0,0
0,Beja,125,136,14136,IL,0,0.39,0.41,29,0,0
0,Beja,125,136,14136,A,0,0.3,0.31,22,0,0
0,Beja,125,136,14136,MPT,0,0.27,0.28,20,0,0
0,Beja,125,136,14136,PDR,0,0.2,0.21,15,0,0
0,Beja,125,136,14136,PNR,0,0.16,0.17,12,0,0
0,Beja,125,136,14136,PPM,0,0.14,0.14,10,0,0
0,Beja,125,136,14136,PTP,0,0.12,0.13,9,0,0
0,Beja,125,136,14136,NC,0,0.11,0.11,8,0,0
0,Braga,888,1029,53691,PS,0,37.4,39.89,11477,9,8
0,Braga,888,1029,53691,PPD/PSD,0,37.09,39.57,11384,8,8
0,Braga,888,1029,53691,B.E.,0,5.98,6.38,1835,1,2
0,Braga,888,1029,53691,CDS-PP,0,4.31,4.6,1323,1,1
0,Braga,888,1029,53691,PCP-PEV,0,2.56,2.74,787,0,0
0,Braga,888,1029,53691,PAN,0,1.85,1.98,569,0,0
0,Braga,888,1029,53691,R.I.R.,0,0.84,0.9,258,0,0
0,Braga,888,1029,53691,CH,0,0.61,0.65,188,0,0
0,Braga,888,1029,53691,IL,0,0.5,0.53,152,0,0
0,Braga,888,1029,53691,A,0,0.49,0.52,149,0,0
0,Braga,888,1029,53691,PCTP/MRPP,0,0.48,0.51,146,0,0
0,Braga,888,1029,53691,L,0,0.45,0.48,138,0,0
0,Braga,888,1029,53691,MPT,0,0.24,0.26,74,0,0
0,Braga,888,1029,53691,NC,0,0.2,0.21,61,0,0
0,Braga,888,1029,53691,PDR,0,0.17,0.18,51,0,0
0,Braga,888,1029,53691,PNR,0,0.17,0.18,51,0,0
0,Braga,888,1029,53691,JPP,0,0.11,0.11,33,0,0
0,Braga,888,1029,53691,PTP,0,0.11,0.12,34,0,0
0,Braga,888,1029,53691,PPM,0,0.1,0.1,30,0,0
0,Braga,888,1029,53691,MAS,0,0.06,0.06,17,0,0
0,Braga,888,1029,53691,PURP,0,0.05,0.05,15,0,0
0,Bragansa,268,323,32796,PPD/PSD,0,42.78,44.66,6017,2,2
0,Bragansa,268,323,32796,PS,0,36.63,38.23,5151,1,1
0,Bragansa,268,323,32796,B.E.,0,5.01,5.23,704,0,0
0,Bragansa,268,323,32796,CDS-PP,0,4.79,5,674,0,0
0,Bragansa,268,323,32796,PCP-PEV,0,1.62,1.69,228,0,0
0,Bragansa,268,323,32796,PAN,0,0.92,0.96,129,0,0
0,Bragansa,268,323,32796,R.I.R.,0,0.68,0.71,96,0,0
0,Bragansa,268,323,32796,CH,0,0.64,0.67,90,0,0
0,Bragansa,268,323,32796,PCTP/MRPP,0,0.59,0.62,83,0,0
0,Bragansa,268,323,32796,L,0,0.38,0.39,53,0,0
0,Bragansa,268,323,32796,A,0,0.33,0.34,46,0,0
0,Bragansa,268,323,32796,IL,0,0.28,0.3,40,0,0
0,Bragansa,268,323,32796,PDR,0,0.23,0.24,33,0,0
0,Bragansa,268,323,32796,PURP,0,0.23,0.24,33,0,0
0,Bragansa,268,323,32796,PTP,0,0.19,0.2,27,0,0
0,Bragansa,268,323,32796,NC,0,0.18,0.19,26,0,0
0,Bragansa,268,323,32796,PNR,0,0.17,0.18,24,0,0
0,Bragansa,268,323,32796,PPM,0,0.14,0.14,19,0,0
0,Castelo Branco,593,740,47149,PS,0,43.57,46.01,10926,3,3
0,Castelo Branco,593,740,47149,PPD/PSD,0,26.96,28.47,6760,1,1
0,Castelo Branco,593,740,47149,B.E.,0,8.75,9.24,2194,0,0
0,Castelo Branco,593,740,47149,CDS-PP,0,3.96,4.18,993,0,0
0,Castelo Branco,593,740,47149,PCP-PEV,0,3.9,4.11,977,0,0
0,Castelo Branco,593,740,47149,PAN,0,1.96,2.07,492,0,0
0,Castelo Branco,593,740,47149,CH,0,1.14,1.21,287,0,0
0,Castelo Branco,593,740,47149,PCTP/MRPP,0,0.84,0.89,211,0,0
0,Castelo Branco,593,740,47149,R.I.R.,0,0.66,0.7,166,0,0
0,Castelo Branco,593,740,47149,L,0,0.62,0.65,155,0,0
0,Castelo Branco,593,740,47149,A,0,0.54,0.57,135,0,0
0,Castelo Branco,593,740,47149,PURP,0,0.41,0.43,102,0,0
0,Castelo Branco,593,740,47149,IL,0,0.35,0.37,87,0,0
0,Castelo Branco,593,740,47149,PPM,0,0.24,0.26,61,0,0
0,Castelo Branco,593,740,47149,PNR,0,0.22,0.24,56,0,0
0,Castelo Branco,593,740,47149,PTP,0,0.22,0.23,55,0,0
0,Castelo Branco,593,740,47149,MPT,0,0.2,0.21,51,0,0
0,Castelo Branco,593,740,47149,PDR,0,0.15,0.16,37,0,0
0,Coimbra,376,284,20899,PS,0,43.75,46.62,4694,5,5
0,Coimbra,376,284,20899,PPD/PSD,0,29.07,30.98,3119,3,3
0,Coimbra,376,284,20899,B.E.,0,7.78,8.29,835,1,1
0,Coimbra,376,284,20899,CDS-PP,0,3.52,3.75,378,0,0
0,Coimbra,376,284,20899,PCP-PEV,0,3.37,3.59,361,0,0
0,Coimbra,376,284,20899,PAN,0,1.61,1.72,173,0,0
0,Coimbra,376,284,20899,CH,0,0.75,0.79,80,0,0
0,Coimbra,376,284,20899,A,0,0.7,0.74,75,0,0
0,Coimbra,376,284,20899,R.I.R.,0,0.7,0.74,75,0,0
0,Coimbra,376,284,20899,L,0,0.55,0.59,59,0,0
0,Coimbra,376,284,20899,PCTP/MRPP,0,0.48,0.52,52,0,0
0,Coimbra,376,284,20899,IL,0,0.28,0.3,30,0,0
0,Coimbra,376,284,20899,PNR,0,0.28,0.3,30,0,0
0,Coimbra,376,284,20899,PDR,0,0.24,0.26,26,0,0
0,Coimbra,376,284,20899,PURP,0,0.18,0.19,19,0,0
0,Coimbra,376,284,20899,MAS,0,0.17,0.18,18,0,0
0,Coimbra,376,284,20899,NC,0,0.13,0.14,14,0,0
0,Coimbra,376,284,20899,MPT,0,0.1,0.11,11,0,0
0,Coimbra,376,284,20899,PPM,0,0.09,0.1,10,0,0
0,Coimbra,376,284,20899,JPP,0,0.08,0.09,9,0,0
0,Avora,138,108,14494,PS,0,44.48,45.89,3577,2,2
0,Avora,138,108,14494,PCP-PEV,0,20.41,21.05,1641,1,1
0,Avora,138,108,14494,PPD/PSD,0,14.08,14.52,1132,0,0
0,Avora,138,108,14494,B.E.,0,7.98,8.24,642,0,0
0,Avora,138,108,14494,CDS-PP,0,2.47,2.55,199,0,0
0,Avora,138,108,14494,CH,0,1.73,1.78,139,0,0
0,Avora,138,108,14494,PCTP/MRPP,0,1.38,1.42,111,0,0
0,Avora,138,108,14494,PAN,0,1.11,1.14,89,0,0
0,Avora,138,108,14494,NC,0,0.77,0.8,62,0,0
